Date,AGG,BIL,BND,EDV,IEF,IEI,SGOV,SHV,SHY,TLH,TLT,VGIT
27/04/2015,85.9836,77.0992,63.0963,88.74,88.3638,104.4767,0,92.2498,72.1046,107.5325,99.9143,52.7527
28/04/2015,85.6522,77.0992,62.8995,86.9798,87.9564,104.2247,0,92.2582,72.0707,106.7718,98.5364,52.5836
29/04/2015,85.4594,77.0992,62.7026,85.4222,87.6305,104.1239,0,92.2498,72.0792,106.1275,97.3288,52.4549
30/04/2015,85.4594,77.0992,62.7707,85.5759,87.6061,104.0986,0,92.2582,72.0707,106.2051,97.4991,52.5112
1/5/2015,85.2169,77.0823,62.5803,83.9066,87.1271,103.7673,0,92.2498,72.0409,105.4267,96.1866,52.2742
4/5/2015,85.0548,77.0992,62.4893,82.8519,86.9476,103.742,0,92.2582,72.0409,105.0457,95.2791,52.2823
5/5/2015,84.9775,77.0992,62.3907,82.4957,86.8007,103.6495,0,92.2666,72.0239,104.9522,95.1472,52.2098
6/5/2015,84.6918,77.0992,62.2163,80.2606,86.3765,103.4392,0,92.2582,71.9985,104.128,93.5183,52.0889
7/5/2015,84.9003,77.0823,62.3452,81.9718,86.7436,103.557,0,92.2666,71.9729,104.8201,94.7749,52.1292
8/5/2015,85.1783,77.0992,62.5121,82.2512,87.0781,103.9019,0,92.2666,72.0749,105.1778,95.0309,52.3226
11/5/2015,84.6377,77.0823,62.1859,79.4154,86.2214,103.4392,0,92.2582,72.007,103.9024,92.7193,52.0728
12/5/2015,84.63,77.0992,62.11,79.5761,86.2867,103.4813,0,92.2666,72.0155,103.9647,92.9597,52.0647
13/05/2015,84.6223,77.0992,62.0797,78.4865,86.1725,103.4897,0,92.2582,72.0495,103.677,92.2151,52.0889
14/05/2015,84.7535,77.0823,62.201,78.703,86.4662,103.7505,0,92.2582,72.1174,104.058,92.4633,52.2098
15/05/2015,85.1088,77.0823,62.4514,80.9311,87.0863,104.0112,0,92.2582,72.1174,105.1,94.3172,52.3871
18/05/2015,84.7844,77.0823,62.2238,79.1849,86.4989,103.7252,0,92.2582,72.0749,104.1669,92.7348,52.2098
19/05/2015,84.4909,77.0823,62.0873,78.0744,86.1154,103.3804,0,92.2582,72.0324,103.677,91.9126,52.0083
20/05/2015,84.6223,77.0823,62.0873,78.2979,86.303,103.5654,0,92.2582,72.0579,103.9102,92.0677,52.1372
21/05/2015,84.8849,77.0992,62.2845,79.8206,86.817,103.8345,0,92.2582,72.0834,104.6724,93.3553,52.2581
22/05/2015,84.7922,77.0992,62.2466,79.9323,86.6212,103.7,0,92.2582,72.0324,104.5635,93.3941,52.1695
26/05/2015,85.0006,77.0992,62.3983,81.9159,87.1598,103.8598,0,92.2582,72.0409,105.31,94.9921,52.3387
27/05/2015,85.0856,77.0992,62.4287,82.1953,87.1108,103.843,0,92.2582,72.0495,105.5278,95.2093,52.3065
28/05/2015,85.0548,77.0823,62.4363,82.0906,87.1924,103.9607,0,92.2666,72.0834,105.38,94.9766,52.379
29/05/2015,85.0856,77.0823,62.459,82.4608,87.2413,104.028,0,92.2582,72.1004,105.66,95.186,52.4677
1/6/2015,84.8504,77.0823,62.2507,81.2734,86.8564,103.7906,0,92.2582,72.0554,105.0094,94.163,52.2465
2/6/2015,84.5177,77.0992,62.0759,79.4783,86.2517,103.5126,0,92.2582,72.0469,104.1603,92.8492,52.0529
3/6/2015,84.185,77.0992,61.8023,77.6134,85.5162,103.1253,0,92.2666,72.0214,103.0384,91.3567,51.835
4/6/2015,84.363,77.0823,61.9543,79.0802,85.9329,103.3189,0,92.2582,72.0299,103.763,92.5461,51.9802
5/6/2015,83.9915,77.0823,61.711,77.788,85.3118,102.8979,0,92.2498,71.9619,102.9683,91.4189,51.7139
8/6/2015,84.1153,77.0655,61.7871,77.6902,85.4344,103.0663,0,92.2498,72.0043,103.1786,91.3178,51.8027
9/6/2015,83.8755,77.0655,61.6046,76.5447,85.1566,102.8642,0,92.2498,71.9704,102.8203,90.5948,51.7058
10/6/2015,83.6665,77.0823,61.4754,75.525,84.8296,102.6705,0,92.2582,71.9534,102.3528,89.8019,51.5606
11/6/2015,84.1153,77.0992,61.7642,77.8858,85.4998,103.0158,0,92.2666,71.9704,103.4046,91.691,51.7704
12/6/2015,84.0147,77.0823,61.7187,78.0534,85.4508,102.9737,0,92.2582,71.9534,103.3812,91.691,51.7785
15/06/2015,84.1153,77.0992,61.7263,78.1373,85.6551,103.1505,0,92.2498,71.9874,103.576,91.8386,51.8673
16/06/2015,84.2546,77.0655,61.8859,78.8567,85.982,103.3105,0,92.2498,72.0128,104.0824,92.5616,51.9399
17/06/2015,84.2624,77.0992,61.9087,78.0045,86.031,103.4958,0,92.2666,72.0638,103.9187,91.8465,52.0448
18/06/2015,84.2391,77.0655,61.8631,77.3759,85.9656,103.479,0,92.2498,72.0809,103.7708,91.3956,52.0287
19/06/2015,84.5022,77.0655,62.0379,78.7519,86.4233,103.74,0,92.2582,72.0978,104.5264,92.5694,52.2062
22/06/2015,84.0844,77.0823,61.7415,76.5375,85.6959,103.3358,0,92.2582,72.0469,103.4202,90.6804,51.9399
23/06/2015,83.8909,77.0655,61.597,75.8333,85.4344,103.2095,0,92.2582,72.0299,103.0696,90.1362,51.8673
24/06/2015,84.0225,77.0655,61.711,76.7839,85.6877,103.3611,0,92.2582,72.0638,103.4669,90.9136,51.9399
25/06/2015,83.9296,77.0823,61.6274,76.3825,85.4753,103.1842,0,92.2666,72.0469,103.0774,90.5948,51.8511
26/06/2015,83.7284,77.0655,61.5134,75.2419,85.0667,103.0158,0,92.2498,72.0043,102.4541,89.5765,51.7462
29/06/2015,84.2237,77.0823,61.8251,78.0865,86.0555,103.6137,0,92.2582,72.1233,103.9266,91.9475,52.1094
30/06/2015,84.1695,77.0823,61.7642,77.4387,85.8185,103.5463,0,92.2666,72.1233,103.5526,91.31,52.0367
1/7/2015,83.9571,77.0823,61.6142,75.8052,85.3699,103.2639,0,92.2582,72.0621,102.8845,90.0775,51.8597
2/7/2015,84.0733,77.0823,61.7665,76.115,85.6728,103.5674,0,92.2666,72.1727,103.1811,90.3736,52.0295
6/7/2015,84.3757,77.0823,61.9798,78.0513,86.2785,103.9215,0,92.2666,72.1897,104.2738,92.0486,52.2476
7/7/2015,84.492,77.0655,62.0407,79.1779,86.5077,104.0394,0,92.2666,72.1812,104.8514,92.9134,52.2638
8/7/2015,84.6936,77.0655,62.2159,80.3326,86.8514,104.2165,0,92.2833,72.2577,105.2651,93.7158,52.4174
9/7/2015,84.3835,77.0655,62.0103,78.0161,86.2458,103.8709,0,92.2666,72.2067,104.3441,91.8694,52.2072
10/7/2015,84.0268,77.0655,61.7209,76.284,85.6483,103.5168,0,92.2666,72.1386,103.2825,90.4125,51.9971
13/07/2015,83.9028,77.0655,61.5761,75.8193,85.4191,103.3229,0,92.2749,72.1046,103.0796,90.1321,51.9082
14/07/2015,84.0424,77.0823,61.6904,76.1502,85.6892,103.5168,0,92.2749,72.1386,103.2513,90.4281,52.0214
15/07/2015,84.2672,77.0655,61.8656,77.2697,86.0166,103.7191,0,92.2749,72.1642,103.9225,91.3864,52.1345
16/07/2015,84.337,77.0655,61.8656,78.2414,85.9838,103.6264,0,92.2749,72.1301,104.1645,92.0174,52.1022
17/07/2015,84.3447,77.0823,61.8732,79.1216,85.992,103.559,0,92.2749,72.1132,104.2894,92.4927,52.0456
20/07/2015,84.1974,77.0655,61.7894,78.5301,85.8202,103.3988,0,92.2582,72.0706,104.1724,92.1031,51.9729
21/07/2015,84.337,77.0823,61.9036,79.0089,86.0575,103.5506,0,92.2582,72.0791,104.5626,92.6018,52.0537
22/07/2015,84.3757,77.0655,61.9265,79.882,86.1639,103.5421,0,92.2582,72.0706,104.8358,93.1783,52.0375
23/07/2015,84.6161,77.0655,62.0712,81.2198,86.5159,103.7445,0,92.2582,72.0791,105.4835,94.3391,52.2072
24/07/2015,84.6006,77.0823,62.1093,81.6071,86.5978,103.8034,0,92.2666,72.0961,105.5772,94.5728,52.2557
27/07/2015,84.7091,77.0655,62.2312,82.2478,86.8842,104.0563,0,92.2582,72.1472,105.9285,95.0793,52.4012
28/07/2015,84.6239,77.0655,62.1245,81.4029,86.6387,103.9636,0,92.2582,72.1301,105.4757,94.3859,52.28
29/07/2015,84.554,77.0823,62.0712,80.9874,86.5159,103.8456,0,92.2582,72.1132,105.2026,94.0353,52.2396
30/07/2015,84.5618,77.0823,62.094,81.9521,86.6141,103.8456,0,92.2582,72.0791,105.4367,94.7598,52.2638
31/07/2015,84.8952,77.0823,62.3073,82.8886,87.1216,104.2418,0,92.2498,72.1557,106.1392,95.461,52.4982
3/8/2015,84.9829,77.0823,62.4515,84.0222,87.3872,104.322,0,92.2582,72.1795,106.6184,96.4659,52.5192
4/8/2015,84.7344,77.0655,62.2379,83.135,86.9363,103.9337,0,92.2498,72.0689,105.9225,95.7006,52.3331
5/8/2015,84.579,77.0655,62.1387,82.4027,86.6002,103.7397,0,92.2582,72.0773,105.4534,94.9823,52.1955
6/8/2015,84.68,77.0655,62.1768,83.4659,86.9035,103.8916,0,92.2582,72.0944,106.0868,95.8257,52.325
7/8/2015,84.8276,77.0655,62.3066,85.1629,87.2478,104.0688,0,92.2582,72.0604,106.5715,97.0826,52.3898
10/8/2015,84.7188,77.0823,62.1768,83.5575,86.8871,103.9253,0,92.2415,72.0604,105.9461,95.8803,52.3088
11/8/2015,84.9985,77.0655,62.4133,85.353,87.461,104.3052,0,92.2498,72.1539,106.8218,97.4028,52.5112
12/8/2015,84.9441,77.0655,62.3905,84.8178,87.4282,104.3558,0,92.2415,72.1539,106.6576,96.8719,52.5435
13/08/2015,84.7655,77.0655,62.2607,84.5996,87.1986,104.1025,0,92.2415,72.0944,106.3839,96.5596,52.4221
14/08/2015,84.7266,77.0486,62.2379,84.9305,87.1085,104.0097,0,92.2415,72.0604,106.2901,96.786,52.3736
17/08/2015,84.8742,77.0486,62.3523,85.36,87.2643,104.1701,0,92.2415,72.1029,106.4934,97.2232,52.4545
18/08/2015,84.7188,77.0655,62.2379,84.5785,87.1248,104.1025,0,92.2415,72.0944,106.1493,96.4581,52.4221
19/08/2015,84.9829,77.0823,62.4592,85.6346,87.6577,104.4824,0,92.2415,72.1624,106.8373,97.4106,52.6406
20/08/2015,85.115,77.0655,62.5126,86.895,87.8954,104.5415,0,92.2582,72.137,107.2362,98.3944,52.6811
21/08/2015,85.2626,77.0655,62.6118,87.3808,88.248,104.7863,0,92.2498,72.2135,107.588,98.6911,52.8186
24/08/2015,85.2316,77.0655,62.5965,87.409,88.3955,105.0395,0,92.2666,72.2475,107.5724,98.6599,52.9724
25/08/2015,85.0296,77.0655,62.3905,85.177,87.9118,104.7271,0,92.2582,72.2135,106.7436,97.0749,52.7458
26/08/2015,84.6334,77.0823,62.1234,82.8041,87.3707,104.4571,0,92.2582,72.1709,105.6645,95.201,52.6001
27/08/2015,84.7499,77.0655,62.2073,82.6492,87.3216,104.4318,0,92.2582,72.1795,105.7819,95.2557,52.5759
28/08/2015,84.6722,77.0823,62.2379,82.7759,87.338,104.3642,0,92.2498,72.1455,105.8209,95.5367,52.5597
31/08/2015,84.6101,77.0823,62.1539,82.2337,87.1904,104.1954,0,92.2582,72.1199,105.5707,94.8028,52.4545
1/9/2015,84.8607,77.0823,62.3053,82.7619,87.5821,104.4362,0,92.259,72.1455,106.0955,95.4859,52.6368
2/9/2015,84.7518,77.0655,62.2594,81.7408,87.3439,104.3855,0,92.259,72.1625,105.79,94.6643,52.5315
3/9/2015,84.8763,77.0823,62.3053,81.9732,87.5575,104.5292,0,92.2674,72.1625,106.0563,95.1259,52.7259
4/9/2015,85.0553,77.0655,62.4583,83.0435,87.8284,104.6137,0,92.2674,72.171,106.4871,95.9945,52.7584
8/9/2015,84.853,77.0655,62.3053,81.586,87.4425,104.3771,0,92.259,72.1455,105.7509,94.5782,52.5477
9/9/2015,84.8841,77.0655,62.29,82.2408,87.4753,104.4278,0,92.259,72.1284,105.9467,95.032,52.6044
10/9/2015,84.7907,77.0486,62.16,81.4452,87.2783,104.3602,0,92.2423,72.154,105.6255,94.3904,52.5396
11/9/2015,84.8919,77.0655,62.29,82.2337,87.5082,104.5207,0,92.2423,72.1795,105.9231,94.9851,52.6125
14/09/2015,84.9152,77.0655,62.3053,82.3816,87.5903,104.5799,0,92.2506,72.1625,106.0328,95.1338,52.6773
15/09/2015,84.5338,77.0486,62.0453,79.9876,86.9006,104.1236,0,92.2256,72.0604,104.9598,93.3106,52.3532
16/09/2015,84.4637,77.0486,62.007,79.4032,86.876,104.1067,0,92.2423,72.0519,104.8658,92.9585,52.3856
17/09/2015,84.9931,77.0486,62.3588,80.8748,87.5985,104.6898,0,92.2339,72.2135,105.8135,94.0931,52.6935
18/09/2015,85.0631,77.0486,62.5347,82.6844,88.009,104.9095,0,92.2758,72.2476,106.5341,95.5407,52.8394
21/09/2015,84.8374,77.0655,62.3053,80.8101,87.5082,104.639,0,92.2674,72.2051,105.6882,93.9836,52.6449
22/09/2015,85.0398,77.0655,62.42,82.307,87.9434,104.9095,0,92.2758,72.2476,106.4792,95.2903,52.8313
23/09/2015,84.9697,77.0486,62.42,82.456,87.8448,104.8334,0,92.2758,72.2221,106.3931,95.2825,52.8232
24/09/2015,85.0787,77.0486,62.443,83.1725,87.9762,104.9348,0,92.2758,72.2646,106.7142,95.9319,52.8313
25/09/2015,84.9308,77.0486,62.3282,82.3282,87.7463,104.8165,0,92.2925,72.2306,106.4792,95.1025,52.7989
28/09/2015,85.1332,77.0655,62.4889,84.116,88.2471,105.0784,0,92.2841,72.2817,107.3173,96.73,52.9123
29/09/2015,85.2655,77.0655,62.5347,84.4707,88.5509,105.2559,0,92.2841,72.3157,107.6462,97.0039,53.0582
30/09/2015,85.2967,77.0486,62.6571,84.0522,88.5673,105.332,0,92.2841,72.3327,107.5053,96.6675,53.0906
1/10/2015,85.3629,77.0655,62.6908,84.6339,88.6364,105.3514,0,92.2916,72.3327,107.6747,97.0799,53.1003
2/10/2015,85.6203,77.0655,62.9284,85.3646,89.064,105.7237,0,92.3,72.4349,108.271,97.6679,53.295
5/10/2015,85.3005,77.0486,62.6832,83.6407,88.5707,105.4614,0,92.2916,72.3838,107.5178,96.3428,53.1084
6/10/2015,85.5111,77.0486,62.7675,84.1018,88.7515,105.546,0,92.3,72.3753,107.7846,96.7584,53.1977
7/10/2015,85.4487,77.0486,62.7675,83.7187,88.5295,105.3683,0,92.3,72.3582,107.4159,96.4369,53.1328
8/10/2015,85.3317,77.0486,62.6678,82.9242,88.2992,105.2245,0,92.2916,72.3412,107.0549,95.6293,53.0354
9/10/2015,85.2616,77.0486,62.6602,83.0732,88.3486,105.1822,0,92.3,72.3412,107.1255,95.8802,52.9948
12/10/2015,85.4799,77.0486,62.7675,83.889,88.6446,105.3853,0,92.2916,72.3242,107.5649,96.6094,53.1165
13/10/2015,85.4877,77.0486,62.8058,84.0309,88.7269,105.4529,0,92.2916,72.3497,107.7141,96.7741,53.1409
14/10/2015,85.8075,77.0486,63.0357,85.2795,89.212,105.8506,0,92.3,72.4519,108.3887,97.6209,53.4249
15/10/2015,85.6905,77.0486,62.913,84.6765,88.9078,105.5967,0,92.2916,72.4093,107.9337,97.1426,53.2058
16/10/2015,85.6047,77.0486,62.8901,84.4352,88.8338,105.529,0,92.2916,72.3753,107.9415,97.174,53.1977
19/10/2015,85.6905,77.0486,62.8901,84.2366,88.7927,105.5376,0,92.2833,72.4008,107.8552,96.9074,53.2058
20/10/2015,85.5189,77.0317,62.7905,83.3002,88.4884,105.3345,0,92.2916,72.3582,107.3452,96.3115,53.0841
21/10/2015,85.7216,77.0486,62.9054,84.6055,88.7927,105.4275,0,92.2833,72.3838,107.8238,97.268,53.1733
22/10/2015,85.7373,77.0486,63.0127,84.9176,88.8831,105.5544,0,92.2916,72.4093,107.8474,97.4327,53.1977
23/10/2015,85.5891,77.0486,62.8517,83.967,88.3815,105.216,0,92.2749,72.3497,107.1962,96.6016,53.0273
26/10/2015,85.6281,77.0317,62.9207,84.8822,88.6118,105.326,0,92.2665,72.3497,107.5257,97.2445,53.0841
27/10/2015,85.7528,77.0317,62.936,85.0099,88.8338,105.4698,0,92.2749,72.3753,107.7532,97.4876,53.149
28/10/2015,85.4955,77.0317,62.7598,84.719,88.3733,105.0553,0,92.2665,72.2816,107.2589,97.0956,52.9542
29/10/2015,85.129,77.0317,62.5375,82.8461,87.8306,104.7761,0,92.2582,72.2305,106.4901,95.5509,52.7839
30/10/2015,85.3551,77.0317,62.6755,83.7116,88.0033,104.8269,0,92.2582,72.2305,106.6705,96.2722,52.7595
2/11/2015,85.1871,77.0317,62.5519,83.1299,87.7504,104.6126,0,92.239,72.1888,106.3726,95.8298,52.581
3/11/2015,85.0309,77.0486,62.4444,82.3921,87.5198,104.511,0,92.2473,72.1803,106.0347,95.044,52.5161
4/11/2015,85.0309,77.0317,62.4827,82.3282,87.4292,104.3077,0,92.239,72.1036,105.9246,95.154,52.443
5/11/2015,84.9918,77.0317,62.3676,81.9097,87.3716,104.2653,0,92.2473,72.1036,105.7517,94.9026,52.4187
6/11/2015,84.5855,77.0317,62.1219,80.3135,86.7786,103.8672,0,92.2222,72.0354,104.8636,93.5117,52.1753
9/11/2015,84.5307,77.0486,62.0681,79.5615,86.6304,103.7741,0,92.239,72.0184,104.6592,92.9852,52.159
10/11/2015,84.687,77.0317,62.1372,79.9801,86.7951,103.9689,0,92.2222,72.0525,104.8479,93.2603,52.2159
11/11/2015,84.5776,77.0486,62.1449,79.5757,86.754,103.9435,0,92.2222,72.0354,104.8714,93.0637,52.1915
12/11/2015,84.6558,77.0486,62.1526,80.2355,86.8033,103.9774,0,92.2306,72.061,105.0601,93.5117,52.2645
13/11/2015,84.8198,77.0317,62.2677,80.8739,87.1327,104.2315,0,92.2222,72.1206,105.4295,94.0461,52.4106
16/11/2015,84.8902,77.0486,62.2677,80.732,87.248,104.2992,0,92.239,72.1206,105.5081,93.9596,52.4349
17/11/2015,84.9527,77.0317,62.3368,81.0442,87.2233,104.2569,0,92.2306,72.0951,105.5788,94.1167,52.4106
18/11/2015,84.8902,77.0317,62.3062,81.2499,87.1822,104.1553,0,92.2306,72.0695,105.5552,94.3132,52.37
19/11/2015,84.9293,77.0486,62.3906,81.9664,87.3716,104.2484,0,92.239,72.0525,105.8696,94.9418,52.4349
20/11/2015,84.8745,77.0317,62.3753,81.6117,87.2563,104.1891,0,92.2306,72.0525,105.6967,94.6511,52.3619
23/11/2015,84.898,77.0486,62.3983,82.0942,87.3716,104.2484,0,92.2306,72.044,105.8539,94.9418,52.3862
24/11/2015,84.9762,77.0317,62.4213,81.9381,87.4539,104.3162,0,92.239,72.044,105.9796,94.934,52.443
25/11/2015,85.0152,77.0317,62.429,82.1935,87.5033,104.3077,0,92.2473,72.0525,106.0268,95.154,52.4755
27/11/2015,84.9918,77.0486,62.4597,82.2502,87.5939,104.3924,0,92.2473,72.0695,106.0975,95.0597,52.5323
30/11/2015,85.023,77.0486,62.429,82.5127,87.6269,104.3924,0,92.2473,72.044,106.2469,95.4369,52.4755
1/12/2015,85.321,77.0317,62.6652,84.0309,88.0929,104.668,0,92.2356,72.0874,106.9507,96.726,52.6364
2/12/2015,85.2191,77.0317,62.5883,84.4778,87.8454,104.4645,0,92.2356,72.0278,106.8169,96.7576,52.5389
3/12/2015,84.5919,77.0486,62.1035,81.0229,86.9216,103.9981,0,92.2356,72.0278,105.3604,94.1274,52.2789
4/12/2015,84.8662,77.0486,62.3497,82.0729,87.2433,104.1423,0,92.2356,72.0448,105.8327,94.9542,52.3439
7/12/2015,84.9917,77.0486,62.4575,83.2434,87.5238,104.2864,0,92.2105,72.0363,106.3209,95.8755,52.482
8/12/2015,85.023,77.0317,62.4728,83.1938,87.5732,104.3542,0,92.1854,72.0278,106.3918,95.9228,52.4982
9/12/2015,85.023,77.0149,62.4498,83.1299,87.7052,104.4899,0,92.1854,72.0533,106.4941,95.8204,52.5633
10/12/2015,85.0074,77.0317,62.4421,83.1654,87.5155,104.3373,0,92.1937,72.0107,106.3839,95.9464,52.4576
11/12/2015,85.2191,77.0486,62.6113,85.3788,88.2166,104.8037,0,92.2021,72.096,107.431,97.4584,52.7826
14/12/2015,84.8191,77.0486,62.319,83.7116,87.565,104.4051,0,92.1937,72.0107,106.5964,96.1984,52.5308
15/12/2015,84.827,77.0317,62.2497,82.9029,87.3423,104.2185,0,92.1854,72.0022,106.0532,95.6314,52.3682
16/12/2015,84.6781,77.0486,62.1804,82.612,87.1113,104.0405,0,92.1854,71.9426,105.8957,95.4267,52.3195
17/12/2015,84.7957,77.0317,62.3112,84.0975,87.4743,104.1846,0,92.2021,71.9426,106.5099,96.5055,52.4089
18/12/2015,84.976,77.0486,62.4498,84.8717,87.7877,104.4135,0,92.2105,72.0363,106.8642,97.041,52.5551
21/12/2015,84.8976,77.0317,62.3805,84.5099,87.829,104.4475,0,92.2105,72.0278,106.9428,97.0174,52.547
22/12/2015,84.8348,77.0317,62.2959,83.8804,87.5815,104.2694,0,92.2189,72.0107,106.4232,96.3166,52.4739
23/12/2015,84.8191,77.0317,62.3036,82.8602,87.3835,104.1423,0,92.2189,71.9852,106.0768,95.592,52.3892
24/12/2015,84.86,77.0486,62.3499,83.4029,87.5439,104.2,0,92.2364,72.0133,106.4468,96.1397,52.4218
28/12/2015,84.86,77.0317,62.3499,83.9383,87.5603,104.2424,0,92.2281,71.9706,106.4704,96.4238,52.4381
29/12/2015,84.6479,77.0317,62.157,82.1367,87.0977,103.9623,0,92.2448,71.9536,105.729,94.8218,52.2589
30/12/2015,84.6322,77.0486,62.1955,81.9124,87.1308,103.9878,0,92.2448,71.9706,105.729,94.7272,52.2915
31/12/2015,84.86,77.0317,62.319,81.9051,87.2299,104.0981,0,92.2364,71.9365,105.8631,95.1533,52.4706
4/1/2016,84.8286,77.0486,62.2882,83.1496,87.6017,104.3103,0,92.2364,72.0303,106.3837,95.8398,52.495
5/1/2016,84.8679,77.0486,62.3653,82.455,87.5769,104.3528,0,92.2448,71.9877,106.2417,95.4532,52.5113
6/1/2016,85.19,77.0149,62.6431,84.3218,88.1056,104.6585,0,92.2281,72.0303,107.133,96.7395,52.8289
7/1/2016,85.1822,77.0317,62.6508,84.329,88.2956,104.8961,0,92.2364,72.0559,107.3933,96.9131,52.8126
8/1/2016,85.3707,77.0317,62.728,84.9006,88.5186,105.1084,0,92.2448,72.1071,107.6772,97.3471,52.9347
11/1/2016,85.1272,77.0317,62.4657,83.5765,88.2378,104.9811,0,92.2364,72.1327,107.1409,96.2817,52.8452
12/1/2016,85.3157,77.0486,62.6277,85.3492,88.6343,105.1763,0,92.2448,72.1412,107.8666,97.6706,52.9592
13/01/2016,85.5121,77.0317,62.782,86.5358,88.9813,105.3886,0,92.2448,72.1838,108.3083,98.6334,53.1465
14/01/2016,85.4807,77.0149,62.7049,85.2768,88.7995,105.3631,0,92.2615,72.2009,107.8981,97.7101,53.0569
15/01/2016,85.5828,77.0149,62.8129,87.3896,89.2126,105.6518,0,92.2699,72.2605,108.7027,99.2331,53.236
19/01/2016,85.4964,77.0317,62.7357,87.2087,89.0969,105.5499,0,92.3034,72.2521,108.4739,98.9254,53.179
20/01/2016,85.5672,77.0317,62.8052,88.2723,89.5348,105.8301,0,92.3117,72.3032,109.0892,99.967,53.3419
21/01/2016,85.4493,77.0486,62.7666,87.4764,89.3117,105.7282,0,92.3117,72.2947,108.8209,99.2883,53.2686
22/01/2016,85.5121,77.0149,62.7435,87.0784,89.1134,105.5754,0,92.295,72.2691,108.4897,98.9096,53.1872
25/01/2016,85.465,77.0317,62.7435,87.6284,89.4109,105.6857,0,92.295,72.2691,108.8368,99.4462,53.2849
26/01/2016,85.575,77.0149,62.836,87.7079,89.4769,105.7791,0,92.295,72.3032,108.9866,99.4935,53.3093
27/01/2016,85.5907,77.0317,62.836,87.5922,89.543,105.847,0,92.295,72.3203,108.9078,99.4698,53.3174
28/01/2016,85.6614,77.0317,62.8824,87.6211,89.6587,105.9744,0,92.295,72.3203,109.1364,99.6119,53.3989
29/01/2016,85.9128,77.0486,63.0675,88.8077,90.1378,106.331,0,92.3034,72.4056,109.7833,100.4562,53.5943
1/2/2016,85.8089,77.0149,62.9392,88.3012,89.9302,106.1423,0,92.2858,72.3671,109.6024,100.1487,53.525
2/2/2016,86.0687,77.0149,63.1557,90.6166,90.5672,106.5758,0,92.3109,72.461,110.6137,102.0067,53.7533
3/2/2016,86.0609,77.0317,63.2021,89.7628,90.4679,106.6013,0,92.3193,72.4781,110.2818,101.1607,53.7533
4/2/2016,86.1475,77.0486,63.2485,90.2621,90.683,106.7033,0,92.3193,72.4951,110.6058,101.6509,53.8185
5/2/2016,86.0687,77.0486,63.1866,90.3272,90.7989,106.7118,0,92.3026,72.4781,110.6532,101.7695,53.8429
8/2/2016,86.3994,77.0317,63.4573,92.9175,91.4773,107.1283,0,92.3026,72.5634,111.8777,103.9595,54.0712
9/2/2016,86.3915,77.0486,63.4496,93.3516,91.4938,107.0943,0,92.3193,72.5378,111.7987,104.0702,54.063
10/2/2016,86.6041,77.0317,63.581,94.4514,91.7668,107.2218,0,92.3109,72.5378,112.2964,104.9873,54.1364
11/2/2016,86.6592,77.0486,63.6197,95.2256,92.1888,107.3918,0,92.3193,72.606,112.8969,105.7226,54.3157
12/2/2016,86.423,77.0317,63.4109,93.4456,91.4856,107.0178,0,92.3276,72.5207,112.091,103.9674,54.1201
16/02/2016,86.2104,77.0317,63.3181,92.042,91.2125,106.8818,0,92.3276,72.4781,111.4432,102.8685,53.9407
17/02/2016,86.1632,77.0317,63.3026,91.0941,90.9891,106.7288,0,92.3276,72.4951,111.0245,102.236,53.8429
18/02/2016,86.423,77.0486,63.5192,92.5702,91.4111,106.9753,0,92.336,72.5548,111.6565,103.493,54.0386
19/02/2016,86.4387,77.0486,63.4341,92.8378,91.4111,106.8818,0,92.3276,72.4866,111.7118,103.58,53.9652
22/02/2016,86.4624,77.0486,63.4496,92.5919,91.3201,106.8564,0,92.3109,72.4951,111.6565,103.5247,53.957
23/02/2016,86.4781,77.0317,63.4882,93.1562,91.5021,106.9413,0,92.3276,72.5036,111.8856,103.9437,54.0386
24/02/2016,86.5096,77.0486,63.5346,92.8596,91.5021,106.9753,0,92.3193,72.5207,111.7513,103.7382,54.0304
25/02/2016,86.7301,77.0317,63.6274,93.3227,91.7751,107.1623,0,92.3193,72.5378,112.1622,104.1097,54.1527
26/02/2016,86.5726,77.0317,63.5655,92.0999,91.3284,106.8733,0,92.3193,72.444,111.5617,103.1056,53.9244
29/02/2016,86.6749,77.0486,63.6042,92.4255,91.4773,106.9158,0,92.336,72.4866,111.8224,103.5563,53.9978
1/3/2016,86.4154,77.0486,63.3911,90.3489,90.7623,106.4248,0,92.2942,72.3901,110.7171,101.7328,53.7023
2/3/2016,86.3207,77.0317,63.3524,90.812,90.6049,106.3312,0,92.3109,72.3816,110.7171,102.1527,53.686
3/3/2016,86.4233,77.0486,63.3834,91.6151,90.7126,106.3397,0,92.3193,72.4072,110.8832,102.525,53.7023
4/3/2016,86.2892,77.0486,63.3524,90.8988,90.406,106.1866,0,92.3109,72.356,110.3928,101.8675,53.5799
7/3/2016,86.2655,77.0486,63.3369,90.7107,90.2238,106.0249,0,92.3109,72.3048,110.2424,101.8358,53.4983
8/3/2016,86.4785,77.0317,63.5461,92.1505,90.7457,106.3653,0,92.3193,72.356,111.184,102.9606,53.7105
9/3/2016,86.439,77.0486,63.4376,91.5065,90.3894,106.178,0,92.3276,72.3304,110.5747,102.3349,53.6044
10/3/2016,86.4785,77.0486,63.4066,91.0869,90.0663,105.8972,0,92.3276,72.3218,110.2661,101.915,53.4493
